Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Power Failure","Ginger Buttress > 11-Juniper Canyon > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732272/power-failure,3.0,-1,"Trad, Sport",5.10,3,450,36.11213,-115.48829
"Officer Friendly","Wall of Justice > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105750118/officer-friendly,3.0,-1,Sport,5.11b/c,1,45,39.7374,-105.3202
"Lounge Lizard","Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106099182/lounge-lizard,3.3,-1,Sport,5.11b,1,80,36.1022,-84.7184
"Ice Station Zebra","The Ice Plant > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106242043/ice-station-zebra,3.1,-1,Sport,5.10c,2,100,44.10009,-107.28914
"Buried Treasure","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/106013257/buried-treasure,3.1,-1,Sport,5.11b,1,80,43.80293,-71.83513
"Fine Nine","C. Lovely Tower > C. North Falls > Jackson Falls > Illinois",https://www.mountainproject.com/route/106039565/fine-nine,3.0,-1,Sport,5.9,1,55,37.50635,-88.68311
Firefly,"Eavesdown Docks > Serenity > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/108326384/firefly,3.4,-1,Sport,5.10c,1,110,40.45095,-111.66614
"Super Size Me","Fast Food Wall > The Benches > The Emeralds > Bowman Area > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108073763/super-size-me,3.5,-1,Sport,5.11a,1,80,39.32749,-120.64662
"Character Witness","Home Alone > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105853365/character-witness,3.1,-1,Sport,5.11a,1,70,44.08704,-107.31112
Malmsteen,"G3 > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/106184000/malmsteen,3.1,-1,Sport,5.10d,1,90,39.71222,-107.69193
"Three Little Birds","C. Middle and West Walls > C. Lower Tier > Tiers of Zion > Lookout Mountain Road > Golden > Colorado",https://www.mountainproject.com/route/110230055/three-little-birds,3.0,-1,Sport,5.9,1,65,39.74393,-105.24208
"Coyotes at Sunset","Coyote Crag > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105805473/coyotes-at-sunset,3.0,-1,Sport,5.8,1,70,34.3078,-116.8781
Oompa,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106782060/oompa,3.0,-1,Sport,5.10a/b,1,60,37.64919,-83.71343
"Sunshine Buttress","Coyote Wall > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",https://www.mountainproject.com/route/107127972/sunshine-buttress,3.2,-1,Sport,5.10a,1,75,47.02365,-119.97804
"Highway Star","r. Highway Star > Lower Merced River Canyon > Yosemite National Park > California",https://www.mountainproject.com/route/106009915/highway-star,3.1,-1,"Trad, TR",5.10a,1,60,37.7188,-119.67239
"Barbecue The Pope","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105818791/barbecue-the-pope,3.0,-1,Sport,5.10b,1,80,44.36598,-121.14688
"Diving for Rocks","Seismic Wall A.K.A. Maggie's Wall > Barton Creek Greenbelt > Texas",https://www.mountainproject.com/route/106112292/diving-for-rocks,3.0,-1,Sport,5.10d,1,40,30.24535,-97.79986
Dihedrus,"Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752839/dihedrus,3.0,-1,Sport,5.10b,1,75,38.63213,-105.22238
"Number One Enemy (AKA: Popsicle Sandwich)","Slavery Wall > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/107181611/number-one-enemy-aka-popsicle-sandwich,3.1,-1,Sport,5.11a,1,70,44.13247,-107.25718
"Girls Only","Leda > Tennessee",https://www.mountainproject.com/route/105890340/girls-only,3.0,-1,Sport,5.10a,1,60,35.2356,-85.2265
"Hippie Dreams","Orange Oswald Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105992273/hippie-dreams,2.9,-1,Sport,5.7,1,75,38.2422,-80.83949
"Lost in Space","(1) Northeast Face > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106782760/lost-in-space,3.0,-1,Sport,5.10b/c,4,400,44.36442,-121.14739
"Three-Quarter Ton","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105809702/three-quarter-ton,3.0,-1,Sport,5.10b/c,1,80,38.63213,-105.22238
"Nervous in Suburbia","Wall Street > Potash Road > Moab Area > Utah",https://www.mountainproject.com/route/105717502/nervous-in-suburbia,3.0,-1,Sport,5.10a,1,50,38.54669,-109.59961
"Elmo's Fish","Killer Cave > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827659/elmos-fish,3.0,-1,Sport,5.10d,1,70,42.74193,-108.83178
"Miranda Rayne","The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106885726/miranda-rayne,3.0,-1,Sport,5.9,1,60,37.65214,-83.70995
Mockery,"Five and Dime Cliff > p. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite National Park > California",https://www.mountainproject.com/route/105974243/mockery,3.0,-1,Sport,5.8,1,70,37.7229,-119.69923
"Sesame Street","Armed and Dangerous Area (Main Cliff Left) > *Rumney > New Hampshire",https://www.mountainproject.com/route/105959390/sesame-street,3.0,-1,Sport,5.10c,1,,43.80203,-71.83678
"Easy Off","Near End of Sunshine Wall (aka Twin Cracks Area) > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",https://www.mountainproject.com/route/105795748/easy-off,3.0,-1,Sport,5.10c,1,90,47.0231,-119.97493
"Bumblie Takes a Tumblie","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742070/bumblie-takes-a-tumblie,3.0,-1,Sport,5.11a,1,90,42.07848,-113.7135
"Hollow Man","North and West Faces > Challenge Buttress > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740249/hollow-man,3.0,-1,Sport,5.9,1,70,40.62207,-111.74571
"The Ramp","Lunch Rock > Mission Gorge > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105791625/the-ramp,3.0,-1,"Trad, TR",5.7,1,60,32.8261,-117.051
Jaws,"Bridge Buttress > Bridge Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105943880/jaws,3.0,-1,"Trad, TR",5.9+,1,70,38.0718,-81.08006
"Critters on the Cliff","Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106061920/critters-on-the-cliff,3.0,-1,Sport,5.10c,1,75,37.72482,-83.62612
"Dr. Strangelove","Kubrick's > Rifle Mountain Park > Rifle > Colorado",https://www.mountainproject.com/route/107235965/dr-strangelove,3.0,-1,Sport,5.9,1,70,39.71606,-107.69077
Juggernaut,"Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105837865/juggernaut,3.0,-1,Sport,5.11b,1,50,40.4507,-111.6717
"Know Ethics","Main Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/105877243/know-ethics,3.0,-1,Sport,5.11a,1,,43.8025,-71.83593
"Bihedral Arete","The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757414/bihedral-arete,3.0,-1,"Trad, Sport",5.10a,2,180,40.0035,-105.3964
Q-tip,"Cotton Top > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106759834/q-tip,3.1,-1,Sport,5.11b,1,65,38.11585,-81.14124
"Monkey Meet","Escape Buttress > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105741086/monkey-meet,3.0,-1,Sport,5.10d,1,80,40.4511,-111.6701
"Psycho Crack Right","m. Crevice right, and Psycho Wall > Peterskill > The Gunks > New York",https://www.mountainproject.com/route/105912513/psycho-crack-right,3.2,-1,"Trad, TR",5.8,1,70,41.73965,-74.21529
"Machine Gun Jumblies","Gotham City > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106815881/machine-gun-jumblies,3.0,-1,Sport,5.10a,1,115,37.52751,-118.57443
"Dippy Diagonal","Lower Major Mass > 5.3 - Doorway Rocks - Major Mass > East Bluff 05 - Potholes Area > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730442/dippy-diagonal,3.5,-1,"Trad, TR",5.7,1,,43.41382,-89.71997
"The Cave","The Cave Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105796678/the-cave,3.4,-1,TR,5.11a,1,20,33.00805,-116.96778
"Crime Scene","Bridge Area > Maple Canyon Road > Maple Canyon > Utah",https://www.mountainproject.com/route/106025635/crime-scene,3.0,-1,Sport,5.10+,1,60,39.555,-111.6832
"Uplift Mofo Party Plan","Dude's Throne > Golden Gate Canyon SP > Golden > Colorado",https://www.mountainproject.com/route/107293986/uplift-mofo-party-plan,3.0,-1,Sport,5.11b,1,60,39.86231,-105.41224
Clusterphobia,"Armed and Dangerous Area (Main Cliff Left) > *Rumney > New Hampshire",https://www.mountainproject.com/route/105959353/clusterphobia,3.0,-1,Sport,5.10d,1,,43.80203,-71.83678
"Holey Moley","Raven Rocks North Face ""Power Block"" Area > Raven Rocks > Box Canyon East > New Jack City > High Desert > California",https://www.mountainproject.com/route/105922212/holey-moley,3.0,-1,Sport,5.10a,1,90,34.66528,-116.97734
Boronocus,"Roman Wall > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105970909/boronocus,3.7,-1,Sport,5.11b/c,1,85,36.0118,-93.2922
"Roto Hammer","Stone Wall > 04-Second Pullout (Calico II) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820177/roto-hammer,3.0,-1,Sport,5.10c,1,70,36.1558,-115.437
"Man on the Moon","Main Wall > Higher Solitude > Solitude Canyon > Mt. Elden Crags > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/107387628/man-on-the-moon,3.2,-1,Sport,5.10-,4,250,35.2411,-111.61791
"First Normal Form","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105976438/first-normal-form,3.0,-1,Sport,5.9+,1,65,36.00881,-93.29549
Oyster,"Holiday Block > Sand Rock > Alabama",https://www.mountainproject.com/route/105926850/oyster,3.0,-1,Sport,5.10a,1,80,34.17961,-85.8179
"Count Floyd Show","Phantasia > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105889544/count-floyd-show,3.0,-1,Sport,5.11b,1,70,37.84495,-83.64369
"Southern Exposure","Hobo Jungle > San Francisco Peaks > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/107673165/southern-exposure,3.0,-1,Sport,5.10,1,70,35.3899,-111.6138
"Rock Du Jours Direct","Main Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/106028627/rock-du-jours-direct,3.0,-1,Sport,5.9+,2,180,43.8025,-71.83593
Phoenix,"(3) Phoenix > (m) Smith Rock Group > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105790327/phoenix,3.0,-1,Sport,5.10a,1,90,44.36399,-121.14633
"Face Full of Bush","The Monkey House > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105750358/face-full-of-bush,3.0,-1,Sport,5.10d,1,80,39.73978,-105.32146
"First Blood","Menses Prow > The Gallery > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105764676/first-blood,3.0,-1,Sport,5.8,1,70,38.6199,-105.2371
Banjolero,"The Crossroads > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107860456/banjolero,3.0,-1,Sport,5.10c,1,65,37.67609,-83.73312
"The Luminosity","Solaris > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105761157/the-luminosity,3.0,-1,Sport,5.9,1,85,40.0001,-105.4125
"Slip 'n Slide","Lower Elbow Room > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105900092/slip-n-slide,3.5,-1,Sport,5.9,1,115,37.52328,-118.57385
"Sour Girl","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106049194/sour-girl,3.0,-1,Sport,5.10b,1,35,36.00881,-93.29549
Luscious,"Mt. Gorgeous > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106195514/luscious,3.0,-1,Sport,5.11,1,60,34.09567,-118.72976
Neptune,"Atlantis North Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/105979723/neptune,3.0,-1,Sport,5.10a,1,85,33.30561,-111.07634
Delicious,"Mt. Gorgeous > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106098233/delicious,3.0,-1,Sport,5.10d,1,85,34.09567,-118.72976
Yoda,"Darth Vader > *Rumney > New Hampshire",https://www.mountainproject.com/route/105906879/yoda,3.0,-1,Sport,5.9,1,,43.80352,-71.8404
"Jack in the Pulpit","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105917977/jack-in-the-pulpit,3.0,-1,Sport,5.10d,1,70,37.81596,-83.58104
"Bicycle Man","Shady Lane > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/106129085/bicycle-man,3.0,-1,Sport,5.10d,1,75,39.5613,-111.6893
"Crazy Fingers","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105886641/crazy-fingers,3.0,-1,Sport,5.10c,1,50,37.7334,-83.6591
Fernando,"Wall Street > Potash Road > Moab Area > Utah",https://www.mountainproject.com/route/106353378/fernando,3.0,-1,Sport,5.11b,1,50,38.54669,-109.59961
"Heaven is Waiting","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106990704/heaven-is-waiting,3.0,-1,Sport,5.10+,1,60,38.6331,-105.2297
"The Cloud Peak Vista Traverse Company","Whiny Baby Wall > French Cattle Ranch > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106820240/the-cloud-peak-vista-traverse-company,3.2,-1,Sport,5.11a,1,,44.14978,-107.2572
"Crowd Pleaser","Main Cliff Right > *Rumney > New Hampshire",https://www.mountainproject.com/route/110508566/crowd-pleaser,2.8,-1,Sport,5.7,2,,43.8027,-71.83554
"Something Must Break","The Dry Wall > Echo Canyon > Utah",https://www.mountainproject.com/route/105875812/something-must-break,3.0,-1,Sport,5.11a,1,75,41.00224,-111.38981
"Melting Into Madness","The Melting Mud Wall > East Hellgate > Hellgate Cliffs > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105958680/melting-into-madness,3.0,-1,Sport,5.10+,1,80110,40.58991,-111.64385
"Short Circuit","Transformer Corridor > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105862525/short-circuit,3.0,-1,"Trad, Sport",5.10a,1,75,42.078,-113.71315
"Arete Horizon","The Pond > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106401811/arete-horizon,3.0,-1,Sport,5.10a,1,75,33.3104,-111.06756
Espresso,"Raven Rocks North Face ""Power Block"" Area > Raven Rocks > Box Canyon East > New Jack City > High Desert > California",https://www.mountainproject.com/route/105898338/espresso,3.0,-1,Sport,5.10c,1,35,34.66528,-116.97734
"Private Property","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105977938/private-property,3.0,-1,Sport,5.10a,1,55,36.00881,-93.29549
"Strange Cargo","Lost Angel > Upper Dream Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748556/strange-cargo,3.0,-1,Sport,5.11a,3,,40.0089,-105.41
"Child of Light","Great Wall of China > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105897046/child-of-light,3.0,-1,Sport,5.9,1,90,37.51637,-118.57089
"The Perfect Crimb","Perfect Crimb Area > Barn Bluff (Red Wing) > Minnesota",https://www.mountainproject.com/route/105826069/the-perfect-crimb,3.0,-1,Sport,5.9,1,45,44.5696,-92.52273
"Kate Moss","Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760950/kate-moss,3.0,-1,Sport,5.10b,1,125,39.9966,-105.4147
"Subterranean Tango","Monolith > East Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/105952200/subterranean-tango,3.0,-1,Sport,"5.10a R",1,80,36.47327,-121.18668
"Dynabolt Gold","The Great Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106422472/dynabolt-gold,3.0,-1,Sport,5.10a,1,70,37.73288,-83.63751
"Re-Thinking the Ethics","Ripple Wall > Red Rock Canyon Open Space > Colorado Springs > Colorado",https://www.mountainproject.com/route/106144580/re-thinking-the-ethics,3.0,-1,Sport,5.10a,1,45,38.8449,-104.881
Tese,"Witches' Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105764685/tese,3.0,-1,Sport,5.10-,1,100,40.0022,-105.395
"Dream Slate","Narcolepsy Area > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740204/dream-slate,3.0,-1,"Trad, TR",5.10a,1,70,40.6214,-111.7472
Zoe,"Zoe > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105910842/zoe,3.0,-1,Sport,5.10a,1,75,49.6445,-123.2081
"Don't Feed The Monkey","Orangutan Wall > Left Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/107144872/dont-feed-the-monkey,3.0,-1,Sport,5.7,1,95,39.5538,-111.6885
"Platinum Blonde","Hard Rock > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105742064/platinum-blonde,3.0,-1,Sport,5.10a,1,100,40.4507,-111.6717
"Reptiles and Amphetamines","World Wall > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105793829/reptiles-and-amphetamines,3.0,-1,Sport,5.9,1,,47.49883,-121.75525
Knuckleheads,"Pat and Jack Pinnacle > k. Cascade Area > Lower Merced River Canyon > Yosemite National Park > California",https://www.mountainproject.com/route/106346180/knuckleheads,3.0,-1,Sport,5.10,1,90,37.72406,-119.71395
"Totally Flaked","Head Shop Wall > The Mohican > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/106263982/totally-flaked,3.2,-1,Sport,5.10b,1,,44.33171,-103.9001
"Ugly Stick","Winter Warmer Area > North Table Mountain/Golden Cliffs > Golden > Colorado",https://www.mountainproject.com/route/105816289/ugly-stick,3.0,-1,Sport,5.10a/b,1,110,39.7684,-105.218
"Fall Line","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741035/fall-line,3.0,-1,Sport,5.10b,1,90,42.08282,-113.72147
Flexercise,"(c) Left of the Roof > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/105911490/flexercise,3.0,-1,Sport,5.10b,1,100,34.0169,-117.4166
"Up Yonder","Graining Fork Nature Preserve (a.k.a. Roadside Crag) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105901381/up-yonder,3.0,-1,Sport,5.11b,1,40,37.7334,-83.6591
"Flesh Tuxedo","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106161870/flesh-tuxedo,3.0,-1,Sport,5.11a,1,70,38.6331,-105.2297
"Thunderbolts (Easter Island)","The Bridger Jacks > Indian Creek > Moab Area > Utah",https://www.mountainproject.com/route/105717376/thunderbolts-easter-island,3.0,-1,"Trad, Sport",5.10,2,,38.08825,-109.60042
Funkadelic,"Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105866459/funkadelic,3.0,-1,Sport,5.10b,1,95,37.8029,-83.5762
"Drilling Miss Daisy","Conundrum Crag > Kraft Mountain Area > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/106126352/drilling-miss-daisy,3.1,-1,Sport,5.11a,1,40,36.16322,-115.41317
Mullah,"California Ridge > Castle Rock Area > San Francisco Bay Area > California",https://www.mountainproject.com/route/106388657/mullah,2.9,-1,Sport,5.10a,1,50,37.2261,-122.0991
"Rode Hard, Put Up Wet","Rocket Slab > Foster Falls > Tennessee",https://www.mountainproject.com/route/106099640/rode-hard-put-up-wet,3.0,-1,Sport,5.10d,1,60,35.17669,-85.6842
"Monkey Boy","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106177957/monkey-boy,3.0,-1,Sport,5.11a,1,100,25.94747,-100.4761
Ultraman,"Ultraman Wall > 03-First Pullout (Calico I) > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105732638/ultraman,3.0,-1,Sport,"5.8+ R",1,130,36.15151,-115.43125
Boschido,"King Pins > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",https://www.mountainproject.com/route/106935484/boschido,3.0,-1,Sport,5.10b,1,90,47.02297,-119.97362
Dinkum,"Dinkum Gulley > Buck's Bar Dome > Cosumnes River Gorge > Placerville > Highway 50 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/105736208/dinkum,3.0,-1,"Trad, TR",5.9,1,40,38.64881,-120.70662
"Momma Cindy","The Great Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106915673/momma-cindy,3.0,-1,Sport,5.11a,1,70,37.73288,-83.63751
"Ticks Are For Kids","Lilly Bluff > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106165650/ticks-are-for-kids,3.0,-1,Sport,5.10a,1,60,36.1022,-84.7184
"The Scepter","The Scepter > The Palace > Poudre Canyon > Fort Collins > Colorado",https://www.mountainproject.com/route/105911572/the-scepter,2.9,-1,Sport,5.10a,1,75,40.6923,-105.379
Sidekick,"Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105975428/sidekick,3.0,-1,Sport,5.10d,2,150,40.0038,-105.4058
"Out of Harm's Way","(p) Spiderman Buttress > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106063725/out-of-harms-way,3.0,-1,"Trad, Sport",5.8,1,90,44.36777,-121.14507
Divination,"Lost Angel > Upper Dream Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748571/divination,3.2,-1,Sport,5.11b,3,,40.0089,-105.41
"Annie the Annihilator","Indy Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106128246/annie-the-annihilator,3.0,-1,Sport,5.10c,1,40,37.7282,-83.6353
"Mental As Anything","k. Hydroman Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania",https://www.mountainproject.com/route/107375223/mental-as-anything,3.0,-1,Sport,5.9+,1,,39.92007,-76.37857
Christine,"Stephen King Library > South Clear Creek > Obed & Clear Creek > Tennessee",https://www.mountainproject.com/route/106099081/christine,3.0,-1,Sport,5.10a,1,80,36.0947,-84.7083
"Lets Face It","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105821090/lets-face-it,3.0,-1,Sport,5.10b,1,,44.3696,-121.13916
"Blue Light Special","Shipwreck Wall - East Face > (c) Shipwreck Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105789316/blue-light-special,3.0,-1,Sport,5.11b,1,,44.36708,-121.14198
"Giggling Marlin","Atlantis South Side > Atlantis > Queen Creek Canyon > Central Arizona > Arizona",https://www.mountainproject.com/route/106390228/giggling-marlin,3.0,-1,Sport,5.9,1,,33.30561,-111.07634
"Prime Directive","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105869244/prime-directive,3.6,-1,Sport,5.11b,1,100,37.8029,-83.5762
"Morning Glory","Morning Glory Spire > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105982849/morning-glory,3.0,-1,Sport,5.10c/d,3,250,42.08282,-113.72147
"Hot Dog","The Dog House > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749167/hot-dog,3.0,-1,Sport,5.11b,1,,39.7436,-105.4079
"Stayin' Alive","Sport Land > Tonnere Tower > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105975956/stayin-alive,2.9,-1,Sport,5.10a,2,185,40.0038,-105.4058
"Deep End","Division Wall > American Fork Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105992225/deep-end,3.0,-1,Sport,5.11a,1,60,40.4503,-111.668
"Battalion of Saints","Battalion of Saints Wall > Big Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105989011/battalion-of-saints,3.0,-1,Sport,5.10a,1,60,40.63995,-111.69518
"Bye Crackie","Coyote Crag > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105805463/bye-crackie,2.9,-1,Sport,5.7,1,60,34.3078,-116.8781
"First Steps","Seven Eleven Wall > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105966939/first-steps,3.0,-1,Sport,5.10c,1,90,38.05239,-81.07272
Chimichonga,"B. E.M.J. Wall > A. North Canyon > Jackson Falls > Illinois",https://www.mountainproject.com/route/106964850/chimichonga,3.0,-1,Sport,5.8+,1,,37.50467,-88.68928
"Shark's Breath","Sharks Fin > South Seas > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/105714917/sharks-breath,3.0,-1,Sport,5.7,1,80,43.88628,-103.4668
"The Glass Elevator","Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106927822/the-glass-elevator,3.0,-1,Sport,5.10d,1,60,37.64919,-83.71343
"Orange Sunshine","Middle Earth > Mission Gorge > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/105849312/orange-sunshine,3.0,-1,Sport,5.10d,1,40,32.8242,-117.051
"Duck Soup","Scud Wall > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827358/duck-soup,3.0,-1,Sport,5.9,1,70,42.74191,-108.83072
"Tsunami Of Charisma","Little Eiger > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105829983/tsunami-of-charisma,3.0,-1,Sport,5.11b,1,115,39.7432,-105.2991
"Flight Path","The Long Wall > Summersville Lake (main) > Summersville and Gauley River > The New River Gorge > West Virginia",https://www.mountainproject.com/route/107094773/flight-path,3.0,-1,Sport,5.10b,1,40,38.24137,-80.84379
"Kermit's Wad","Kermits Wall > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105740690/kermits-wad,3.0,-1,"Sport, TR",5.10a,1,90,40.5738,-111.7549
"Double Trouble","Christian Brothers - East Side > (l) Christian Brothers > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105793960/double-trouble,2.9,-1,Sport,5.10b,1,60,44.36598,-121.14688
"St. Pauli Girl","Beer Wall > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106310004/st-pauli-girl,3.0,-1,Sport,5.10b/c,1,50,38.09027,-81.08718
